origin_tts2022,destination_tts2022,trip_count,distance_between_taz_km,vkt,distance_total,total_vkt_reduced,total_co2_reduced_daily_g,yearly_co2_reduced_g,yearly_co2_reduced_tonnes
6247,6250,127.0,5.848766140498199,742.7932998432713,742.7932998432713,148.55865996865427,30603.08395354278,9180925.186062833,9.180925186062833
6250,6247,127.0,5.429984810553913,689.6080709403469,689.6080709403469,137.92161418806938,28411.852522742294,8523555.756822689,8.523555756822688
6201,6200,126.0,3.304723360925021,416.3951434765527,416.3951434765527,83.27902869531054,17155.47991123397,5146643.973370192,5.146643973370192
6216,6237,126.0,5.459287153860703,687.8701813864485,687.8701813864485,137.5740362772897,28340.25147312168,8502075.441936504,8.502075441936505
6225,6224,126.0,5.160762324161955,650.2560528444063,650.2560528444063,130.05121056888126,26790.549377189538,8037164.813156862,8.037164813156862
6244,6212,126.0,4.588613999196979,578.1653638988194,578.1653638988194,115.63307277976388,23820.412992631358,7146123.8977894075,7.1461238977894075
6118,6182,125.0,2.707968791174023,338.49609889675287,338.49609889675287,67.69921977935057,13946.039274546218,4183811.7823638655,4.183811782363866
6213,6247,125.0,4.495621550061234,561.9526937576542,561.9526937576542,112.39053875153084,23152.450982815353,6945735.294844606,6.945735294844606
6247,6213,125.0,4.301524293444626,537.6905366805782,537.6905366805782,107.53810733611566,22152.850111239826,6645855.033371948,6.645855033371948
6261,6118,125.0,2.219718769567978,277.46484619599727,277.46484619599727,55.492969239199454,11431.551663275088,3429465.4989825264,3.4294654989825264
6182,6230,124.0,7.12243428235572,883.1818510121093,883.1818510121093,176.63637020242186,36387.092261698905,10916127.678509671,10.916127678509671
6230,6182,124.0,9.653520250373298,1197.036511046289,1197.036511046289,239.4073022092578,49317.90425510711,14795371.276532134,14.795371276532133
6250,6225,124.0,7.085752004115391,878.6332485103085,878.6332485103085,175.7266497020617,36199.68983862471,10859906.951587414,10.859906951587414
6125,6203,123.0,2.878640394171897,354.07276848314336,354.07276848314336,70.81455369662868,14587.798061505508,4376339.418451652,4.376339418451652
6208,6243,122.0,4.292284915143093,523.6587596474574,523.6587596474574,104.73175192949148,21574.740897475243,6472422.269242573,6.472422269242573
6223,6220,122.0,3.580228687168981,436.78789983461564,436.78789983461564,87.35757996692314,17995.661473186166,5398698.4419558495,5.398698441955849
6247,6224,122.0,3.793980842186323,462.8656627467314,462.8656627467314,92.57313254934628,19070.065305165335,5721019.5915496005,5.7210195915496005
